description,group_old,group,link,type,username,userPic,media,caption,rand,verified
disruptive - hundreds,,src,https://www.instagram.com/p/DIv-5onNEjW/,video,just.stopoil,juststopoil.jpg,DIv-5onNEjW_1.mp4,"üî• Hundreds of actions.
‚õìÔ∏è 180 imprisonments.
üöî 0ver 3,000 arrests.

üõ¢Ô∏è 4.4 billion barrels of oil kept in the ground.
‚úÖ Demand for no new oil and gas licences won.

ü¶∫ Join us for One Last Action.
‚û°Ô∏è 26th April, 12pm, St James‚Äô Park. Link in bio ‚Äî @just.stopoil",0.905090335,FALSE
nondisruptive,,lmc,https://www.instagram.com/p/DIxyIZDPe8D/,carousel,carolinelucasbrighton,carolinelucasbrighton.jpg,DIxyIZDPe8D_0.jpg;DIxyIZDPe8D_1.jpg;DIxyIZDPe8D_2.jpg;DIxyIZDPe8D_3.jpg,"Congratulations to the @guardian for co-launching the #89percent project-
Reminding us yet again that the vast majority of the world‚Äôs people want #climateaction 

The #climate denial of the populist right is the minority.

The #media needs to reflect this and governments urgently need to show far greater #leadership .

#climatemajority #climatecrisis #climateactionnow #ecological #environmental #ecocide #noplanetbüåé #wearethemajority #ourplanet #ourfuture #actnow",0.141433233,TRUE
nondisruptive,,lmc,https://www.instagram.com/p/DJcJkzLK37a/,image,chrisgpackham2,chrisgpackham2.jpg,DJcJkzLK37a_0.jpg,"100,000 signatures to ban fossil fuel ads and sponsorships ‚Äî thank you to everyone who signed, now onwards to a debate!",0.299855531,TRUE
disruptive - jail,,src,https://www.instagram.com/p/DJFTvaOq26z/,video,defendourjuries,defendourjuries.jpg,DJFTvaOq26z_1.mp4,"Sentencing Solidarity - #FreePoliticalPrisoners

Many courageous people are being sentenced this month for taking action with @just.stopoil - many are potentially facing prison sentences.

Defend Our Juries wants to invite you to contrast this darkness by showing up outside the courts to remind everyone of the love, respect and gratitude we hold for these brave individuals.

üñºÔ∏è In addition, we will also bring a new exhibition showcasing a Timeline of Corruption! 

To join the exhibition and the guard of honour for the defendants at their hearings, join us at the courts listed below:

üö© London
‚Ä¢ 9th and 15th May for M25 Gantries sentencing at Southwark Crown Court
‚Ä¢ 16th May for the Heathrow 9 sentencing at Isleworth Crown Court

üö©Manchester
‚Ä¢ 23rd May for the Manchester 4 sentencing at Minshull Crown Court

Courtrooms open at 10am, with supporters gathering from around 9:30am - details to be confirmed asap.",0.884476217,FALSE
,,lmp,https://www.instagram.com/p/DJJ3hBgNZzJ/,carousel,minegedlondon,minegedlondon.jpg,DJJ3hBgNZzJ_0.jpg;DJJ3hBgNZzJ_1.jpg;DJJ3hBgNZzJ_2.jpg;DJJ3hBgNZzJ_3.jpg;DJJ3hBgNZzJ_4.jpg;DJJ3hBgNZzJ_5.jpg;DJJ3hBgNZzJ_6.jpg;DJJ3hBgNZzJ_7.jpg;DJJ3hBgNZzJ_8.jpg;DJJ3hBgNZzJ_9.jpg;DJJ3hBgNZzJ_10.jpg,"UK-based Israelis demand: Stop all UK arms sales and impose sanctions now!

On April 29th we rallied again outside the UK Foreign Office to call for an immediate end to Israel’s genocide in Gaza, the urgent entry of humanitarian aid, and a hostage deal. It’s well past the time for empty condemnations, we need real pressure on the Israeli government.",0.422569909,FALSE
disruptive - directaction,,src,https://www.instagram.com/p/DJo1AhHofnn/,video,just.stopoil,juststopoil.jpg,DJo1AhHofnn_0.mp4,"üó£Ô∏è James Skeet speaks on Good Morning Britain 

ü¶∫ We have hung up the Hi Vis 

üîî A nonviolent revolution is coming, bigger than ever. 

üí∏ Fund the next phase of civil resistance: Link in bio",0.596290337,FALSE
,,,https://www.instagram.com/p/DK1Y-tiNPVQ/,carousel,xrebellionuk,xrebellionuk.jpg,DK1Y-tiNPVQ_0.jpg;DK1Y-tiNPVQ_1.jpg;DK1Y-tiNPVQ_2.jpg;DK1Y-tiNPVQ_3.jpg;DK1Y-tiNPVQ_4.mp4;DK1Y-tiNPVQ_5.mp4,"VICTORY FOR WIMBORNE!

A dirty 260,000-tonne-a-year waste burner? REJECTED!

Residents, rebels & campaigners, including @xrwimborne & @xr_bcp, stood up to toxic industry and WON. 

The plans for this massive incinerator in Canford, Wimborne, have been refused by BCP Council, a facility that threatened Canford Heath SSSI, raised air traffic safety concerns with its 110m chimney, and would have pumped toxic plumes over homes, schools & nature.

But people power spoke louder. And councillors listened!

This is what resistance looks like.
This is the work.
This is a win. 
✊

#StopCanfordIncinerator #CanfordIncinerator #PeoplePower #ThisIsTheWork #XR #CleanAir #BCP #StopTheHarm #UniteToSurvive #ClimateJustice",0.366974094,FALSE
disruptive - wifi,,src,https://www.instagram.com/p/DKKk0MAs8I9/,video,shut_the_system,shut_the_system.jpg,DKKk0MAs8I9_1.mp4,"This and a good coffee...

Barclays are Europe's worst banking investor in fossil fuels. They have been targeted for years over their policies. It's time for them to divest. So on the day of their AGM we:
Superglued locks to their branches and ATMs across the country
Cut the WiFi cables at their Northampton HQ
Graffitied messages for the senior staff at their fancy homes

Step up Barclays or we'll be back.

#sabotage #directaction #climateaction #shutthesystem #barclays",0.913007844,FALSE
,,srp,https://www.instagram.com/p/DKPr9M-osh8/,image,resisttheban,resisttheban.jpg,DKPr9M-osh8_0.jpg,"What a pathetic headline from the Guardian.

Palestine Action targeted the registered address of Discovery Park Limited, owners of the business park in Kent which Elbit's weapons factory is situated in.

The arms factory produces targeting gear for the Israeli military to use during the current genocide in Gaza.

We treat all businesses which work with Israel's biggest weapons firm equally, whether they're ""Jewish-owned"" or not.

@guardian",0.195426352,FALSE
nondisruptive,,src,https://www.instagram.com/p/DKZ01Z0Mz3E/,video,itvnews,itvnews.jpg,DKZ01Z0Mz3E_0.mp4,Greenpeace France activists say they have ‚Äòborrowed‚Äô the statue of Emmanuel Macron from the Gr√©vin Museum and put it in front of the Russian embassy in protest of Russian imports. #itvnews #france,0.93610485,TRUE
,,lmp,https://www.instagram.com/p/DLnZzhNIMol/,video,palestinesolidarityuk,palestinesolidarityuk.jpg,DLnZzhNIMol_1.mp4,Thousands of people outside Parliament now to oppose the proscription of Palestine Action and defend the right to protest.,0.529643242,TRUE
,,lmp,https://www.instagram.com/p/DLu3x5zhD3V/,carousel,migrationfilms,migrationfilms.jpg,DLu3x5zhD3V_0.jpg;DLu3x5zhD3V_1.jpg;DLu3x5zhD3V_2.jpg,"Probably the most gangster photo I’ve ever taken

1. Rabbi Beck and the @neturei.karta massive in an underpass in Chelmsford 
2. @chelmsfordaction4palestine march today 
3. @asawinstanley and I after speaking at today’s Essex Palestine protest in Chelmsford.

A great turnout. These protests are really important as it brings the message to a slightly aversive and even at times hostile environment. Good to see my bro @airbyart coming up from London 

Please follow @chelmsfordaction4palestine for information on what they do.

#protest #palestine #chelmsford #essex #natureikarta #freepalestine",0.194042338,FALSE
,,lrp,https://www.instagram.com/p/DMAjslGI5hS/,image,novaramedia,novaramedia.jpg,DMAjslGI5hS_0.jpg,"For the second week running, demonstrators were arrested for holding signs reading ‘I oppose genocide. I support Palestine Action’ in Parliament Square today, with others expected to take part in later actions across the UK.

Expressing public support for Palestine Action is now a criminal offence under the Terrorism Act following the group’s proscription by home secretary Yvette Cooper. It is the first time anti-terror law, designed to ban groups like Al Qaida and Isis, has been used to designate a domestic, non-violent direct action group a terrorist organisation. 

The action, organised by Defend Our Juries, aims to challenge that proscription. Further such actions are set to take place in Bristol, Manchester and Cardiff. An independently organised demonstration is also being held in Derry, and one man took ‘solo action’ by posing with a sign in the market town of Kendal in Cumbria. 

Bill, a 76-year-old university lecturer, told Novara Media he was participating in the London action because he disagreed “with this government’s definition of a terrorist”. “I might as well call you a red bell pepper, and now you have all the legal rights of a red bell pepper,” he said. Asked how he felt about the prospect of a charge under the terrorism act, he replied, “it’s all an adventure.”

In a letter to the Home Secretary, the groups said “ We will not be deterred from opposing genocide, nor from defending those who refuse to be bystanders. The British public is against you and your genocide. They are against the corruption of democracy and the rule of law by the Israeli government, Elbit Systems, and the arms industry.”

Ahead of the action, Defend our Juries wrote to Metropolitan Police Commissioner Sir Mark Rowley alerting him to the action. Last week, 29 people were arrested, held for 12 hours then released without charge. Among them were an 83-year-old priest and a human rights lawyer.

In the letter, the group urged Rowley not to enforce the law around Palestine Action’s proscription, accusing the commissioner of ‘ acting here as the private security for the partners to a genocide, the ultimate crime’.

The Met police were contacted for comment.",0.216077098,TRUE
,,smp,https://www.instagram.com/p/DMqFRWoo7tx/,video,goldsmithsforpalestine,goldsmithsforpalestine.jpg,DMqFRWoo7tx_0.mp4,"🚨BREAKING🚨

An autonomous grouping of disenfranchised students, have today entered into occupation inside the building of Guild of Students, UoB for the duration of the NUS Lead and Change conference. 

The NUS’ have long failed to represent student interests and has not been a genuinely progressive force for decades, as evidenced by the revolving door from the Presidency of NUS into the Labour Party, with many former presidents now responsible not just for the continuation of austerity, but also for the Government inaction to properly respond to the Genocide in Gaza. 

Our occupation will last for the duration of the Lead and Change conference. They instead, will hold the Birmingham Student Assembly, an alternative programme of events will run inside the occupation for students and activists to engage in politics free from the confines of NUS’ suppression. 

They invite in all Sabbatical officers, encampment groups, students, graduates and educators who stand fundamentally opposed to Genocide, who have been marginalised by NUS’ political abdication in the face of Genocide. And join us in trying to fundamentally change the role of Student’s Unions and realise our collective political will. 

Free Palestine 🇵🇸",0.561757616,FALSE
,,lmp,https://www.instagram.com/p/DMSa5CHoMCf/,video,palestinesolidarityuk,palestinesolidarityuk.jpg,DMSa5CHoMCf_1.mp4,In our thousands in our millions we are all Palestinian. The rain won't stop us. The government won't stop us. Free Palestine. LONDON,0.611684,TRUE
,,lmp,https://www.instagram.com/p/DMsVHGqoK8j/,video,palestinesolidarityuk,palestinesolidarityuk.jpg,DMsVHGqoK8j_1.mp4,"Actor Alex Lawther explains why he has joined the emergency protest today to demand the government take urgent action to stop Israel’s starvation of Gaza. 🇵🇸

#StopStarvingGaza #EndTheGenocide",0.456033874,TRUE
,,lrc,https://www.instagram.com/reel/B8381UcnyMa/,video,xrwsm,xrwsm.jpg,B8381UcnyMa_1.mp4,"Today we march because #enoughisenough

Join us! Find your local group here https://rebellion.earth/act-now/local-groups/

#ClimateEmergency 
#ActNow 
#Together2020 
#extinctionrebellion",0.151346459,FALSE
,,src,https://www.instagram.com/reel/C-IcpNTNtpC/,video,just.stopoil,juststopoil.jpg,C-IcpNTNtpC_1.mp4,"🧡 Listen to some of today’s action takers talking about their reasons for blocking the departure gates at Heathrow Airport terminal 5 this morning.

💸 All donations are doubled until Monday — https://chuffed.org/project/just-stop-oil-in-action",0.500819884,FALSE
,,src,https://www.instagram.com/reel/C0UKnf4toHX/,video,screenshothq,screenshothq.jpg,C0UKnf4toHX_1.mp4,"Police have broken up a “wide awake” demonstration by Just Stop Oil protesters outside the Prime Minister’s London home calling for a halt on fossil fuel exploration in the UK.

Louise Harris performed “We Tried” for 18 climate activists outside the Prime Minister’s house in Kensington, and the single has now hit Number 1 in the iTunes singles chart, and it’s climbing in the Top 40 Global Charts.

The protest group said that they made themselves heard by beating pots and pans while carrying placards stating: “COP Failure=Crop Failure”, “No rest for the Wicked” and “Arrest the Real Criminals”.

#juststopoil #climateactivist #protest #rishisunak #climatechange",0.85661091,FALSE
,,lrc,https://www.instagram.com/reel/CEosdFYHlhJ/,video,xrwsm,xrwsm.jpg,CEosdFYHlhJ_1.mp4,"Drown in at the #senedd this afternoon. 

#risingtide
#sealevelsrising
#ClimateEmergency
#wewanttolive
#parlimentsquare
#welshparliment
#ExtinctionRebellion https://t.co/4c9oGnnYbE",0.495653719,FALSE
,,src,https://www.instagram.com/reel/CU-KV5IoNCW/,video,conservativesupporter,conservativesupporter.jpg,CU-KV5IoNCW_1.mp4,The people have had enough of Insulate Britain! 👏🏻👏🏻👏🏻 #Heroes,0.846652449,FALSE
,,src,https://www.instagram.com/reel/CVz0nEzNeTH/,video,beyond_politics_party,beyond_politics_party.jpg,CVz0nEzNeTH_0.mp4,"Posted @withregram • @animal_rebellion 

COP26 COLLIDES WITH A PLANT-BASED FOOD SYSTEM ON WORLD VEGAN DAY

Last week we took our message straight to the government to demand a plant-based future. Now it's time to take to the streets at COP26. 

Today marks the first day of COP26 where world leaders will come together to make decisions that affect us all. We know that we can't rely on the government to choose our planet and all life over profit. If we are to see the changes we need to face the climate and ecological emergency, we need to take action. 

We will be joining other groups at the Glasgow Climate March on 6 November as global leaders meet for COP. You can find out more by checking out VIVAs Facebook event: https://facebook.com/events/s/viva-at-glasgow-climate-march/2935254843455545/

Video By @dillon.p_photography & @rikesger 

#Cop26 #PlantBasedFoodSystem #PlantBasedFuture #EnoughCopOuts",0.894955736,FALSE
,,lmp,https://www.instagram.com/reel/CyYY4OnI-RH/,video,palestineonaplate,palestineonaplate.jpg,CyYY4OnI-RH_0.mp4,"FREE FREE PALESTINE 🇵🇸! 

London pro Palestine demonstration.",0.050685293,TRUE
,,lmp,https://www.instagram.com/reel/CzeKrxFRM0C/,video,hiddenpalestine,hiddenpalestine.jpg,CzeKrxFRM0C_1.mp4,A Jewish-Israeli protestor in London explains his support for Palestine and traces back the roots of the ethnic cleansing taking place to the 1948 Nakba,0.273454538,TRUE
,,lmp,https://www.instagram.com/reel/Czgzcj4IaFN/,video,palestinesolidarityuk,palestinesolidarityuk.jpg,Czgzcj4IaFN_0.mp4,1 million people joined our march for Palestine! We just made history. In our thousands and in our MILLIONS! 🇵🇸👏,0.313754006,TRUE
,,src,https://www.instagram.com/reel/DB1f6JTMZ_l/,video,itvnews,itvnews.jpg,DB1f6JTMZ_l_0.mp4,Just Stop Oil poured salt over a statue of Mahatma Gandhi in London’s Parliament Square. The group said the action was in protest over the imprisonment of supporters of Just Stop Oil. #itvnews #juststopoil,0.936192843,TRUE
,,srp,https://www.instagram.com/reel/DEzvDYitMa7/,video,resisttheban,resisttheban.jpg,DEzvDYitMa7_1.mp4,"BREAKING: Palestine Action target the new London address of an Elbit director's weapons consultancy firm. 

Eagle Strategic is owned by Richard Applegate, the former chairman and current 'Head of Strategy & New Business' for the British division of Israel's biggest arms firm.",0.379441175,FALSE
,,src,https://www.instagram.com/reel/DHbHwRgshfa/,video,metpolice_uk,metpolice_uk.jpg,DHbHwRgshfa_0.mp4,"Nine Just Stop Oil (JSO) protestors have been convicted after Met officers proactively intervened to prevent their plan to glue themselves onto Heathrow’s runways.

🎥 l Watch officers foil JSO's attempts to access the runway in July 2024.

There is a clear line between peaceful protest and the criminal activity that this group sought to carry out.",0.097699235,TRUE
,,smc,https://www.instagram.com/reel/DJEgjkgooSK/,video,bristol247,bristol247.jpg,DJEgjkgooSK_0.mp4,"Bristol Climate Choir are singing at the Cascade Steps today, drawing links between the unseasonably warm temperatures for April and continued fossil fuel extraction. #bristol #bristol247",0.823001237,FALSE
,,smc,https://www.instagram.com/reel/DKMcRT4I_qQ/,video,climatechoirs,climatechoirs.jpg,DKMcRT4I_qQ_1.mp4,"Lovely footage of the Climate Choirs at Riversong at Ross on 24 May 2025, working with Save the Wye to bring attention to the terrible ongoing pollution of the River Wye 

#climatechoirs #savethewye #riveractionuk #endsewagepollution
#avara #cargill #chicken #factoryfarming #riverpollution #wye",0.053415341,FALSE
,,src,https://www.instagram.com/reel/DKO0_5jBslE/,video,just.stopoil,juststopoil.jpg,DKO0_5jBslE_0.mp4,"🧯 Last summer, we took action at Stonehenge. We may have hung up our hi vis, but something big is coming.

🔥 Nothing short of a political and economic revolution will get us out of the mess we're in.

💸 Help build the revolution. Donate via the link in our bio — @just.stopoil",0.683946,FALSE
,,lrp,https://www.instagram.com/reel/DL0pKLSsdAG/,video,bbcnews,bbcnews.jpg,DL0pKLSsdAG_0.mp4,"Palestine Action has been banned in the UK.
 
The group describes itself as “a pro-Palestinian organisation which disrupts the arms industry in the United Kingdom with direct action”.
 
But the UK government says supporting Palestine Action is now a criminal offence, with membership or expressing support for the group punishable by up to 14 years in prison.
 
It’s co-founder said she would “not stop fighting... to stand up for the rights of the Palestinian people”.
 
Comments are off on this post due to ongoing legal proceedings.
 
Tap the link in @BBCNews’s bio to read more.
 
#BBCNews",0.199086726,TRUE
,,lrc,https://www.instagram.com/reel/DM7zx-YIZaY/,video,gen.1.5,gen15.jpg,DM7zx-YIZaY_0.mp4,"This speech from our picnic on Sunday gives an overview of how the climate crisis disproportionately affects women, perpetuating gender inequality. If you want to do something about this, join us at generation 1.5, through this form: https://forms.gle/Dw67ERbLDh9cFV8j6, or email us at generation1.5degreesC@protonmail.com",0.120235797,FALSE
,,lrc,https://www.instagram.com/reel/DMU7cVnoTlH/,video,cnbctv18india,cnbctv18india.jpg,DMU7cVnoTlH_0.mp4,"Police across UK have arrested more than 100 demonstrators calling for a reversal of a ban on campaign group Palestine Action. Protests took place across London, Manchester, Edinburgh, Bristol and Truro ahead of a court hearing on Monday in which Palestine Action group is set to demand for the green light to challenge the Home Secretary's decision to ban the group under anti-terror laws
.
.
.
.
.
.
#PalestineAction #Palestine #UK #UKProtests #Protests #London #CNBCTV18Digital",0.396298174,FALSE
,,lmp,https://www.instagram.com/reel/DMzogvgNpXs/,video,minegedlondon,minegedlondon.jpg,DMzogvgNpXs_1.mp4,"⁨	⁨	⁨	נטע, פעילה ב”מנגד”, מדברת על הסיבות שהביאו אותה להגיע להפגנה שלנו מול משרד החוץ בלונדון ב28 ביולי. ההפגנה אורגנה בשיתוף עם “נעמוד” בדרישה להטיל מיידית סנקציות על ישראל

mi-neged organiser Neta speaks about why she came to our 28 July Foreign Office protest in London, co-organised with ‪‪‪@naamoduk‬‬‬, demanding SANCTIONS NOW on Israel.

Video‪ @gil_mualem_doron‬.",0.576240629,FALSE
,,srp,https://www.ireland-live.ie/news/uk/1444624/pro-palestine-activist-defaces-portrait-of-politician-who-paved-way-for-israel.html,video,irelandlivenews,irelandlivenews.jpg,pal_painting01.mp4,"Pro-Palestine activist defaces portrait of politician who paved way for Israel

A pro-Palestinian activist has slashed and sprayed paint on a picture of the British politician who cleared the way for the foundation of modern Israel.
Footage shared on X showed a woman defacing the 1914 painting of Lord Arthur Balfour at Trinity College at the University of Cambridge on Friday.

Lord Balfour was behind the Balfour Declaration – a 1917 document which pledged the formation of a “national home for the Jewish people” in Palestine.",0.081663166,FALSE
,,srp,https://www.reuters.com/world/uk/pro-palestine-activists-target-uk-offices-germanys-allianz-2024-10-08/,image,reuters,reuters.jpg,reuters_palallianz01.jpg,"Pro-Palestinian activists target UK offices of Germany's Allianz

Pro-Palestinian activists targeted the British offices of German financial services firm Allianz, on Tuesday, daubing the outside with red paint in protest over the company's links to Israeli defence firm Elbit Systems.
Palestine Action claimed responsibility, opens new tab for the protest on social media platform X, and said demonstrators had attacked 10 Allianz offices in the UK and ""occupied"" the insurer's UK headquarters in Guildford, south of London, overnight.",0.130937308,TRUE
,,lrc,https://www.thesun.co.uk/news/8943587/new-banksy-graffiti-protests-extinction-rebellion/,video,thesun,thesun.jpg,sun_banksy01.mp4,New ‘Banksy’ graffiti supporting eco-warrior activists pops up at Marble Arch as 10-day protests finally end,0.295931527,TRUE
,,srp,https://www.youtube.com/watch?v=GG63z2tHdok,video,thelondonstandard,thelondonstandard.jpg,standard_barclays01.mp4,Barclays bank branches across London vandalised by pro-Palestinian protesters,0.689646015,TRUE
,,src,https://www.youtube.com/watch?v=P7EeDoq5vuY,video,thesun,thesun.jpg,sun_jsopush01.mp4,Angry scenes on London Bridge as motorists PUSH Just Stop Oil Protesters blocking traffic,0.353956552,TRUE
,,src,https://www.youtube.com/watch?v=RabbVxGOkgE,video,dailymirror,dailymirror.jpg,mirror_jso01.mp4,Furious public clash with Just Stop Oil protesters blocking east London road,0.507504879,TRUE
,,lmp,https://x.com/Bob_cart124/status/1766630845782130897,image,bob_cart124,bob_cart124.jpg,bob_cart01.jpeg,"Apparently, London has become a no-go zone for British Jews. LOL!

Someone must have forgotten to tell this Orthodox Rabbi... He's attended all major rallies for Gaza since Oct.

There has always been a strong Jewish presence, both secular and religious, at London's Palestine solidarity marches. ",0.576984242,FALSE
,,lrp,https://x.com/DefendourJuries/status/1946143958301639129,image,defendourjuries,def_juries.jpg,defendjuries_palact01.jpeg,"PROTESTS OVER PALESTINE ACTION BAN TO CONTINUE DESPITE POLICE RAIDS

Despite extreme repression, shocking to the conscience of democracy, protests will resume on Saturday, including in Parliament Square, Bristol, Edinburgh, Manchester and Truro. ",0.846534038,TRUE
,,src,https://x.com/InsulateLove/status/1453996698968207368,image,insulatebritain,insulate.jpg,insulate_m25.jpeg,"14 ordinary people from Insulate Britain have caused major disruption on the M25, walking onto the carriageway between the lanes of oncoming traffic.

We demand 
@10DowningStreet
 gets on with the job to #InsulateBritain starting with the homes of the poorest people in the country.",0.95246837,TRUE
,,src,https://x.com/InsulateLove/status/1455463248778649601,image,insulatebritain,insulate.jpg,insulate_3cities.jpeg,"BREAKING: INSULATE BRITAIN DEFIES MULTIPLE INJUNCTIONS IN 3 MAJOR CITIES 

🦺60 people from #InsulateBritain are disrupting traffic in #London, #Birmingham and #Manchester as our campaign of nonviolent civil resistance continues.",0.246424171,TRUE
,,lmp,https://x.com/PSCupdates/status/1715715970168230272,video,palestinesolidarityuk,psc.jpg,psc_downing01.mp4,"We have arrived at Downing Street! People are still joining the march at Marble Arch! 🇵🇸 

#FreePalestine #CeasefireNOW",0.912022781,TRUE
,,lmp,https://x.com/PSCupdates/status/1718233307589104075,image,palestinesolidarityuk,psc.jpg,psc_rally01.jpeg,"And we’re off! You can still join the march from Victoria Embankment 🇵🇸 

#CeasefireNOW",0.581097752,TRUE
,,lmp,https://x.com/PSCupdates/status/1723322194275537267,video,palestinesolidarityuk,psc.jpg,psc_hyde01.mp4,"Huge crowd at Hyde park corner 🇵🇸

#CeasefireNOW",0.417241807,TRUE
,,lmp,https://x.com/PSCupdates/status/1728392747827052947,video,palestinesolidarityuk,psc.jpg,psc_crowd01.mp4,"Massive crowds gathered already to march for Palestine in London 🇵🇸

#FreePalestine 
#CeasefireNOW",0.81035912,TRUE
,,lmp,https://x.com/PSCupdates/status/1733488066763927699,video,palestinesolidarityuk,psc.jpg,psc_huge01.mp4,"It's our 6th national March for Palestine and still we come out in huge numbers to demand a permanent ceasefire now!
London stands with #Gaza",0.04541926,TRUE
,,lmp,https://x.com/PSCupdates/status/1746268721167978914,video,palestinesolidarityuk,psc.jpg,psc_main01.mp4,"Today over half a million took to the streets of London to stand with Palestine and demand a full #CeasefireNOW 🇵🇸

#GazaGlobalAction",0.851100458,TRUE
,,lrp,https://x.com/thenowherephoto/status/1944100072486027647,video,"The Nowhere Photographer
@thenowherephoto",nowhere_photo.jpg,nowhere_palarrest01.mp4,"Approximately 10 arrested in a Palestine action protest in central Manchester today 

Loads more footage also 

#PalestineAction #propalestinemanchester #arrest 
@MahyarTousi
 
@GBNEWS",0.037785777,FALSE
,,,https://www.instagram.com/reel/DM2OY7MNKAs/,video,greenpeaceuk,greenpeaceuk.jpg,DM2OY7MNKAs_0.mp4,"📍Westminster Station has had a rebrand in Gaza protest!

Wanted posters and stickers of Prime Minister @keirstarmer and Foreign Secretary @david.lammy are all over the station, and tube carriages because they’re fuelling the genocide in Gaza. 

The UK government must stop being complicit in the genocide and starvation - they MUST stop selling weapons to Israel NOW. Tell them to act - link in bio @greenpeaceuk

#StopSellingArmsToIsrael 
#ArmsEmbargoNow 
#GazaGenocide",,TRUE
,,,https://www.instagram.com/reel/DJvfEA2zEpi/,video,almost.co,almostco.jpg,DJvfEA2zEpi_0.mp4,"A pro-Palestine protester has spray painted and slashed a historic painting of Lord Balfour in Trinity College at the University of Cambridge in the UK.

In the video, which has since gone viral, a woman can be seen spraying red paint on the painting before using a sharp object to slash open the canvas of the Lord Balford painting.

Lord Arthur James Balfour was the former prime minister of the United Kingdom from 1902 to 1905.

In 1917, while serving as the foreign minister, he wrote the Balfour Declaration, which is a letter endorsing establishing a Jewish homeland in Palestine.

The declaration, which endorsed establishing a “national home for the Jewish people” in Palestine, not only increased popular support for Zionism
around the world, but helped pave the way for the eventual creation of Israel.

Palestine Action, a British protest network that aims to dismantle the UK’s complicity in Israel’s apartheid against Palestinians.

The group said the Balfour Declaration “paved the way for ethnic cleansing” of people in Palestine.

“He gave away the Palestinians homeland — a land that wasn’t his to give away,” it said in a press release.

Pointing to the ongoing war in Gaza, the group said Britain’s support “for the continued colonization of Palestine hasn’t wavered since 1917”.

It pointed out that Elbit Systems, Israel’s biggest weapons manufacturer uses Britain as a manufacturing outpost to build arms which are “battle-tested” on Palestinians.

The group said that it will continue to protest until Elbit is shut down and British complicity with the colonization of Palestine ends. (📹:
@pal_action , 📝: @cherryfahmyyyy)
-
#rafah #gaza #gazastrip #palestine #palestinian #israel #israeli #freepalestine #war #UK #activist #activism #protest #painting #balfour #lord #history #art #vandalism #geopolitics #politics #civilians #genocide #warcrime #ceasefire #peace #england #british #cambridge #trinitycollege",,FALSE
,,,https://www.instagram.com/reel/DNDjNdYtt5K/,video,kilkennypalestinesolidarity,kilkennypalestinesolidarity.jpg,DNDjNdYtt5K_0.mp4,"Why we Boycott.....

Let’s talk about why boycotting certain companies is so important to support Palestine. 

I get it - it’s ‘just a coffee or a burger’. But it’s not just that. It’s about where our money goes and what it supports. 

Some of the biggest global brands have deep financial ties to Israel, through investments, partnerships or operations in illegal settlements. 

That means part of what you spend on a Frappuccino or a Big Mac could be helping fund the occupation of Palestine. 

Palestinians have asked us to boycott. It’s not about hate - it’s about non violent resistance. It’s how we, as ordinary people, can show solidarity when governments stay silent. 

And boycotts work. It helped end apartheid in South Africa. It pressures companies to change, to take a side, or loose the support of an entire generation. 

So yeah, maybe skipping that brand seems small. But when millions of us do it together? That’s power. 

Every purchase is a choice. 

Every euro is a vote. 

Use yours to stand for justice. 

Stand with Palestine 🇵🇸",,FALSE
